10000; 0.022
15000; 0.049
20000; 0.085
25000; 0.135
30000; 0.196
35000; 0.272
40000; 0.379
45000; 0.462
50000; 0.538
55000; 0.707
60000; 0.824
65000; 0.992
70000; 1.312
75000; 1.536
80000; 1.566
85000; 1.959
90000; 2.235
95000; 2.298
