100000; 0.002
110000; 0.002
120000; 0.003
130000; 0.005
140000; 0.005
150000; 0.006
160000; 0.003
170000; 0.003
180000; 0.003
190000; 0.003
200000; 0.003
210000; 0.003
220000; 0.003
230000; 0.004
240000; 0.004
250000; 0.005
260000; 0.005
270000; 0.005
280000; 0.005
290000; 0.005
300000; 0.004
310000; 0.005
320000; 0.006
330000; 0.005
340000; 0.005
350000; 0.005
360000; 0.006
370000; 0.005
380000; 0.006
390000; 0.007
400000; 0.008
410000; 0.007
420000; 0.008
430000; 0.007
440000; 0.007
450000; 0.007
460000; 0.007
470000; 0.008
480000; 0.008
490000; 0.009
500000; 0.009
510000; 0.010
520000; 0.012
530000; 0.011
540000; 0.010
550000; 0.011
560000; 0.009
570000; 0.010
580000; 0.009
590000; 0.011
600000; 0.009
610000; 0.010
620000; 0.010
630000; 0.012
640000; 0.013
650000; 0.011
660000; 0.012
670000; 0.012
680000; 0.013
690000; 0.012
700000; 0.011
710000; 0.011
720000; 0.011
730000; 0.011
740000; 0.012
750000; 0.013
760000; 0.014
770000; 0.017
780000; 0.017
790000; 0.018
800000; 0.017
810000; 0.034
820000; 0.015
830000; 0.015
840000; 0.013
850000; 0.014
860000; 0.014
870000; 0.014
880000; 0.015
890000; 0.015
900000; 0.016
910000; 0.017
920000; 0.017
930000; 0.016
940000; 0.016
950000; 0.015
960000; 0.016
970000; 0.015
980000; 0.016
990000; 0.017
1000000; 0.017
